Data;Hora;Turno;IBUTG (Int.);IBUTG (Ext.);TA;TG;TBU;Ponto de orvalho;UR;;;
19/01/2020;12:03:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,9 °C; 22,2 °C; 20,0 °C;66,50%;;;
19/01/2020;12:05:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,9 °C; 22,2 °C; 20,0 °C;66,50%;;;
19/01/2020;12:07:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,9 °C; 22,2 °C; 20,0 °C;66,40%;;;
19/01/2020;12:09:49;dia;23,7 °C; 23,7 °C; 26,9 °C; 26,9 °C; 22,3 °C; 20,1 °C;66,40%;;;
19/01/2020;12:11:49;dia;23,7 °C; 23,7 °C; 26,9 °C; 26,9 °C; 22,3 °C; 20,1 °C;66,40%;;;
19/01/2020;12:13:49;dia;23,7 °C; 23,7 °C; 26,9 °C; 26,9 °C; 22,3 °C; 20,1 °C;66,40%;;;
19/01/2020;12:15:49;dia;23,7 °C; 23,7 °C; 26,9 °C; 27,0 °C; 22,3 °C; 20,1 °C;66,40%;;;
19/01/2020;12:17:49;dia;23,7 °C; 23,7 °C; 26,9 °C; 27,0 °C; 22,3 °C; 20,1 °C;66,30%;;;
19/01/2020;12:19:49;dia;23,8 °C; 23,8 °C; 27,0 °C; 27,0 °C; 22,4 °C; 20,2 °C;66,30%;;;
19/01/2020;12:21:49;dia;23,8 °C; 23,8 °C; 27,0 °C; 27,0 °C; 22,4 °C; 20,2 °C;66,30%;;;
19/01/2020;12:23:49;dia;23,8 °C; 23,8 °C; 27,0 °C; 27,0 °C; 22,4 °C; 20,2 °C;66,30%;;;
19/01/2020;12:25:49;dia;23,8 °C; 23,8 °C; 27,0 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,30%;;;
19/01/2020;12:27:49;dia;23,8 °C; 23,8 °C; 27,0 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:29:49;dia;23,8 °C; 23,8 °C; 27,0 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:31:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:33:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:35:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:37:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:39:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,1 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:41:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,2 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:43:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,2 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:45:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,2 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:47:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,2 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:49:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,2 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:51:49;dia;23,8 °C; 23,8 °C; 27,1 °C; 27,2 °C; 22,4 °C; 20,2 °C;66,20%;;;
19/01/2020;12:53:49;dia;23,9 °C; 23,9 °C; 27,2 °C; 27,2 °C; 22,5 °C; 20,3 °C;66,20%;;;
19/01/2020;12:55:49;dia;23,9 °C; 23,9 °C; 27,2 °C; 27,2 °C; 22,5 °C; 20,3 °C;66,20%;;;
19/01/2020;12:57:49;dia;23,9 °C; 23,9 °C; 27,2 °C; 27,2 °C; 22,5 °C; 20,3 °C;66,20%;;;
19/01/2020;12:59:49;dia;23,9 °C; 23,9 °C; 27,2 °C; 27,3 °C; 22,5 °C; 20,3 °C;66,20%;;;
19/01/2020;13:01:49;dia;23,9 °C; 23,9 °C; 27,2 °C; 27,3 °C; 22,5 °C; 20,3 °C;66,20%;;;
19/01/2020;13:03:49;dia;23,9 °C; 23,9 °C; 27,2 °C; 27,3 °C; 22,5 °C; 20,3 °C;66,20%;;;
19/01/2020;13:05:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,3 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:07:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,3 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:09:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,3 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:11:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,3 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:13:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,3 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:15:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,3 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:17:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,4 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:19:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,4 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:21:49;dia;24,0 °C; 24,0 °C; 27,3 °C; 27,4 °C; 22,6 °C; 20,4 °C;66,10%;;;
19/01/2020;13:23:49;dia;24,1 °C; 24,1 °C; 27,4 °C; 27,4 °C; 22,7 °C; 20,5 °C;66,00%;;;
19/01/2020;13:25:49;dia;24,1 °C; 24,1 °C; 27,4 °C; 27,4 °C; 22,7 °C; 20,5 °C;66,00%;;;
19/01/2020;13:27:49;dia;24,1 °C; 24,1 °C; 27,4 °C; 27,4 °C; 22,7 °C; 20,5 °C;66,00%;;;
19/01/2020;13:29:49;dia;24,1 °C; 24,1 °C; 27,4 °C; 27,5 °C; 22,7 °C; 20,5 °C;66,00%;;;
19/01/2020;13:31:49;dia;24,1 °C; 24,1 °C; 27,4 °C; 27,5 °C; 22,7 °C; 20,5 °C;65,90%;;;
19/01/2020;13:33:49;dia;24,1 °C; 24,1 °C; 27,4 °C; 27,5 °C; 22,7 °C; 20,5 °C;65,90%;;;
19/01/2020;13:35:49;dia;24,2 °C; 24,2 °C; 27,5 °C; 27,5 °C; 22,8 °C; 20,6 °C;65,90%;;;
19/01/2020;13:37:49;dia;24,2 °C; 24,2 °C; 27,5 °C; 27,5 °C; 22,8 °C; 20,6 °C;65,90%;;;
19/01/2020;13:39:49;dia;24,2 °C; 24,2 °C; 27,5 °C; 27,6 °C; 22,7 °C; 20,5 °C;65,80%;;;
19/01/2020;13:41:49;dia;24,2 °C; 24,2 °C; 27,5 °C; 27,6 °C; 22,7 °C; 20,5 °C;65,80%;;;
19/01/2020;13:43:49;dia;24,2 °C; 24,2 °C; 27,5 °C; 27,6 °C; 22,7 °C; 20,5 °C;65,80%;;;
19/01/2020;13:45:49;dia;24,2 °C; 24,2 °C; 27,6 °C; 27,6 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;13:47:49;dia;24,2 °C; 24,2 °C; 27,6 °C; 27,6 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;13:49:49;dia;24,2 °C; 24,2 °C; 27,6 °C; 27,6 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;13:51:49;dia;24,2 °C; 24,2 °C; 27,6 °C; 27,6 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;13:53:49;dia;24,2 °C; 24,2 °C; 27,6 °C; 27,6 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;13:55:49;dia;24,3 °C; 24,3 °C; 27,6 °C; 27,7 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;13:57:49;dia;24,3 °C; 24,3 °C; 27,6 °C; 27,7 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;13:59:49;dia;24,3 °C; 24,3 °C; 27,6 °C; 27,7 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;14:01:49;dia;24,3 °C; 24,3 °C; 27,6 °C; 27,7 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;14:03:49;dia;24,3 °C; 24,3 °C; 27,6 °C; 27,7 °C; 22,8 °C; 20,6 °C;65,80%;;;
19/01/2020;14:05:49;dia;24,3 °C; 24,3 °C; 27,7 °C; 27,7 °C; 22,9 °C; 20,7 °C;65,70%;;;
19/01/2020;14:07:49;dia;24,3 °C; 24,3 °C; 27,7 °C; 27,7 °C; 22,9 °C; 20,7 °C;65,70%;;;
19/01/2020;14:09:49;dia;24,3 °C; 24,3 °C; 27,7 °C; 27,7 °C; 22,9 °C; 20,7 °C;65,70%;;;
19/01/2020;14:11:49;dia;24,3 °C; 24,3 °C; 27,7 °C; 27,7 °C; 22,9 °C; 20,7 °C;65,70%;;;
19/01/2020;14:13:49;dia;24,3 °C; 24,3 °C; 27,7 °C; 27,7 °C; 22,9 °C; 20,7 °C;65,70%;;;
19/01/2020;14:15:49;dia;24,4 °C; 24,4 °C; 27,7 °C; 27,8 °C; 22,9 °C; 20,7 °C;65,70%;;;
19/01/2020;14:17:49;dia;24,4 °C; 24,4 °C; 27,7 °C; 27,8 °C; 22,9 °C; 20,7 °C;65,60%;;;
19/01/2020;14:19:49;dia;24,4 °C; 24,4 °C; 27,8 °C; 27,8 °C; 23,0 °C; 20,8 °C;65,60%;;;
19/01/2020;14:21:49;dia;24,4 °C; 24,4 °C; 27,8 °C; 27,8 °C; 23,0 °C; 20,8 °C;65,60%;;;
19/01/2020;14:23:49;dia;24,4 °C; 24,4 °C; 27,8 °C; 27,8 °C; 23,0 °C; 20,8 °C;65,60%;;;
19/01/2020;14:25:49;dia;24,5 °C; 24,5 °C; 27,8 °C; 27,9 °C; 23,0 °C; 20,7 °C;65,50%;;;
19/01/2020;14:27:49;dia;24,5 °C; 24,5 °C; 27,8 °C; 27,9 °C; 23,0 °C; 20,7 °C;65,50%;;;
19/01/2020;14:29:49;dia;24,5 °C; 24,5 °C; 27,9 °C; 27,9 °C; 23,0 °C; 20,8 °C;65,40%;;;
19/01/2020;14:31:49;dia;24,5 °C; 24,5 °C; 27,9 °C; 28,0 °C; 23,0 °C; 20,8 °C;65,40%;;;
19/01/2020;14:33:49;dia;24,5 °C; 24,5 °C; 27,9 °C; 28,0 °C; 23,0 °C; 20,8 °C;65,30%;;;
19/01/2020;14:35:49;dia;24,5 °C; 24,5 °C; 27,9 °C; 28,0 °C; 23,0 °C; 20,8 °C;65,30%;;;
19/01/2020;14:37:49;dia;24,6 °C; 24,6 °C; 28,0 °C; 28,0 °C; 23,1 °C; 20,9 °C;65,20%;;;
19/01/2020;14:39:49;dia;24,6 °C; 24,6 °C; 28,0 °C; 28,1 °C; 23,1 °C; 20,9 °C;65,20%;;;
19/01/2020;14:41:49;dia;24,6 °C; 24,6 °C; 28,0 °C; 28,1 °C; 23,1 °C; 20,9 °C;65,20%;;;
19/01/2020;14:43:49;dia;24,7 °C; 24,7 °C; 28,1 °C; 28,1 °C; 23,2 °C; 20,9 °C;65,10%;;;
19/01/2020;14:45:49;dia;24,7 °C; 24,7 °C; 28,1 °C; 28,1 °C; 23,2 °C; 20,9 °C;65,10%;;;
19/01/2020;14:47:49;dia;24,7 °C; 24,7 °C; 28,1 °C; 28,1 °C; 23,2 °C; 20,9 °C;65,10%;;;
19/01/2020;14:49:49;dia;24,7 °C; 24,7 °C; 28,1 °C; 28,2 °C; 23,2 °C; 20,9 °C;65,10%;;;
19/01/2020;14:51:49;dia;24,7 °C; 24,7 °C; 28,1 °C; 28,2 °C; 23,2 °C; 20,9 °C;65,00%;;;
19/01/2020;14:53:49;dia;24,8 °C; 24,8 °C; 28,2 °C; 28,2 °C; 23,3 °C; 21,0 °C;65,00%;;;
19/01/2020;14:55:49;dia;24,8 °C; 24,8 °C; 28,2 °C; 28,2 °C; 23,3 °C; 21,0 °C;65,00%;;;
19/01/2020;14:57:49;dia;24,8 °C; 24,8 °C; 28,2 °C; 28,3 °C; 23,3 °C; 21,0 °C;65,00%;;;
19/01/2020;14:59:49;dia;24,8 °C; 24,8 °C; 28,2 °C; 28,3 °C; 23,3 °C; 21,0 °C;65,00%;;;
19/01/2020;15:01:49;dia;24,8 °C; 24,8 °C; 28,2 °C; 28,3 °C; 23,3 °C; 21,0 °C;64,90%;;;
19/01/2020;15:03:49;dia;24,9 °C; 24,9 °C; 28,3 °C; 28,3 °C; 23,4 °C; 21,1 °C;64,90%;;;
19/01/2020;15:05:49;dia;24,9 °C; 24,9 °C; 28,3 °C; 28,3 °C; 23,4 °C; 21,1 °C;64,90%;;;
19/01/2020;15:07:49;dia;24,9 °C; 24,9 °C; 28,3 °C; 28,4 °C; 23,4 °C; 21,1 °C;64,90%;;;
19/01/2020;15:09:49;dia;24,9 °C; 24,9 °C; 28,3 °C; 28,4 °C; 23,4 °C; 21,1 °C;64,90%;;;
19/01/2020;15:11:48;dia;24,8 °C; 24,8 °C; 28,3 °C; 28,4 °C; 23,3 °C; 21,0 °C;64,80%;;;
19/01/2020;15:13:48;dia;24,9 °C; 24,9 °C; 28,4 °C; 28,4 °C; 23,4 °C; 21,1 °C;64,80%;;;
19/01/2020;15:15:48;dia;24,9 °C; 24,9 °C; 28,4 °C; 28,5 °C; 23,4 °C; 21,1 °C;64,80%;;;
19/01/2020;15:17:48;dia;24,9 °C; 24,9 °C; 28,4 °C; 28,5 °C; 23,4 °C; 21,1 °C;64,70%;;;
19/01/2020;15:19:48;dia;24,9 °C; 24,9 °C; 28,4 °C; 28,5 °C; 23,4 °C; 21,1 °C;64,70%;;;
19/01/2020;15:21:48;dia;25,0 °C; 25,0 °C; 28,5 °C; 28,5 °C; 23,5 °C; 21,2 °C;64,70%;;;
19/01/2020;15:23:48;dia;25,0 °C; 25,0 °C; 28,5 °C; 28,5 °C; 23,5 °C; 21,2 °C;64,60%;;;
19/01/2020;15:25:48;dia;25,0 °C; 25,0 °C; 28,5 °C; 28,5 °C; 23,5 °C; 21,2 °C;64,60%;;;
19/01/2020;15:27:48;dia;25,0 °C; 25,0 °C; 28,5 °C; 28,6 °C; 23,5 °C; 21,2 °C;64,60%;;;
19/01/2020;15:29:48;dia;25,1 °C; 25,1 °C; 28,6 °C; 28,6 °C; 23,6 °C; 21,3 °C;64,60%;;;
19/01/2020;15:31:48;dia;25,0 °C; 25,0 °C; 28,6 °C; 28,6 °C; 23,5 °C; 21,2 °C;64,50%;;;
19/01/2020;15:33:48;dia;25,1 °C; 25,0 °C; 28,6 °C; 28,7 °C; 23,5 °C; 21,2 °C;64,50%;;;
19/01/2020;15:35:48;dia;25,1 °C; 25,1 °C; 28,7 °C; 28,7 °C; 23,6 °C; 21,3 °C;64,50%;;;
19/01/2020;15:37:48;dia;25,1 °C; 25,1 °C; 28,7 °C; 28,7 °C; 23,6 °C; 21,3 °C;64,50%;;;
19/01/2020;15:39:48;dia;25,1 °C; 25,1 °C; 28,7 °C; 28,7 °C; 23,6 °C; 21,3 °C;64,50%;;;
19/01/2020;15:41:48;dia;25,2 °C; 25,2 °C; 28,7 °C; 28,8 °C; 23,6 °C; 21,3 °C;64,50%;;;
19/01/2020;15:43:48;dia;25,2 °C; 25,2 °C; 28,8 °C; 28,8 °C; 23,7 °C; 21,4 °C;64,40%;;;
19/01/2020;15:45:48;dia;25,2 °C; 25,2 °C; 28,8 °C; 28,8 °C; 23,7 °C; 21,4 °C;64,40%;;;
19/01/2020;15:47:48;dia;25,3 °C; 25,2 °C; 28,8 °C; 28,9 °C; 23,7 °C; 21,4 °C;64,30%;;;
19/01/2020;15:49:48;dia;25,3 °C; 25,3 °C; 28,9 °C; 28,9 °C; 23,8 °C; 21,5 °C;64,30%;;;
19/01/2020;15:51:48;dia;25,4 °C; 25,4 °C; 28,9 °C; 29,0 °C; 23,8 °C; 21,5 °C;64,20%;;;
19/01/2020;15:53:48;dia;25,4 °C; 25,4 °C; 29,0 °C; 29,0 °C; 23,8 °C; 21,5 °C;64,20%;;;
19/01/2020;15:55:48;dia;25,4 °C; 25,4 °C; 29,0 °C; 29,1 °C; 23,8 °C; 21,5 °C;64,10%;;;
19/01/2020;15:57:48;dia;25,5 °C; 25,5 °C; 29,1 °C; 29,1 °C; 23,9 °C; 21,6 °C;64,10%;;;
19/01/2020;15:59:48;dia;25,5 °C; 25,5 °C; 29,1 °C; 29,2 °C; 23,9 °C; 21,6 °C;64,10%;;;
19/01/2020;16:01:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,0 °C; 21,7 °C;64,00%;;;
19/01/2020;16:03:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,0 °C; 21,7 °C;63,90%;;;
19/01/2020;16:05:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,3 °C; 24,0 °C; 21,7 °C;63,90%;;;
19/01/2020;16:07:48;dia;25,7 °C; 25,7 °C; 29,3 °C; 29,3 °C; 24,1 °C; 21,8 °C;63,90%;;;
19/01/2020;16:09:48;dia;25,6 °C; 25,6 °C; 29,3 °C; 29,4 °C; 24,0 °C; 21,7 °C;63,80%;;;
19/01/2020;16:11:48;dia;25,6 °C; 25,6 °C; 29,3 °C; 29,4 °C; 24,0 °C; 21,7 °C;63,80%;;;
19/01/2020;16:13:48;dia;25,7 °C; 25,7 °C; 29,4 °C; 29,4 °C; 24,1 °C; 21,8 °C;63,70%;;;
19/01/2020;16:15:48;dia;25,7 °C; 25,7 °C; 29,4 °C; 29,5 °C; 24,1 °C; 21,8 °C;63,70%;;;
19/01/2020;16:17:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,5 °C; 24,2 °C; 21,9 °C;63,60%;;;
19/01/2020;16:19:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,5 °C; 24,2 °C; 21,9 °C;63,60%;;;
19/01/2020;16:21:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,5 °C; 24,2 °C; 21,9 °C;63,60%;;;
19/01/2020;16:23:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,6 °C; 24,2 °C; 21,9 °C;63,60%;;;
19/01/2020;16:25:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,60%;;;
19/01/2020;16:27:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,6 °C; 24,2 °C; 21,9 °C;63,60%;;;
19/01/2020;16:29:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,60%;;;
19/01/2020;16:31:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,60%;;;
19/01/2020;16:33:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,60%;;;
19/01/2020;16:35:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,60%;;;
19/01/2020;16:37:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,70%;;;
19/01/2020;16:39:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,70%;;;
19/01/2020;16:41:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,6 °C; 24,3 °C; 22,0 °C;63,80%;;;
19/01/2020;16:43:48;dia;25,9 °C; 25,9 °C; 29,6 °C; 29,5 °C; 24,3 °C; 22,0 °C;63,80%;;;
19/01/2020;16:45:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,5 °C; 24,2 °C; 21,9 °C;63,90%;;;
19/01/2020;16:47:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,5 °C; 24,2 °C; 21,9 °C;63,90%;;;
19/01/2020;16:49:48;dia;25,9 °C; 25,9 °C; 29,5 °C; 29,5 °C; 24,3 °C; 22,0 °C;64,00%;;;
19/01/2020;16:51:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,4 °C; 24,3 °C; 22,0 °C;64,00%;;;
19/01/2020;16:53:48;dia;25,8 °C; 25,8 °C; 29,5 °C; 29,4 °C; 24,3 °C; 22,0 °C;64,10%;;;
19/01/2020;16:55:48;dia;25,8 °C; 25,8 °C; 29,4 °C; 29,4 °C; 24,2 °C; 21,9 °C;64,10%;;;
19/01/2020;16:57:48;dia;25,7 °C; 25,7 °C; 29,4 °C; 29,3 °C; 24,2 °C; 21,9 °C;64,20%;;;
19/01/2020;16:59:48;dia;25,7 °C; 25,7 °C; 29,4 °C; 29,3 °C; 24,2 °C; 22,0 °C;64,30%;;;
19/01/2020;17:01:48;dia;25,7 °C; 25,7 °C; 29,3 °C; 29,3 °C; 24,2 °C; 21,9 °C;64,30%;;;
19/01/2020;17:03:48;dia;25,7 °C; 25,7 °C; 29,3 °C; 29,3 °C; 24,2 °C; 21,9 °C;64,40%;;;
19/01/2020;17:05:48;dia;25,7 °C; 25,7 °C; 29,3 °C; 29,3 °C; 24,2 °C; 21,9 °C;64,40%;;;
19/01/2020;17:07:48;dia;25,7 °C; 25,7 °C; 29,3 °C; 29,2 °C; 24,2 °C; 21,9 °C;64,50%;;;
19/01/2020;17:09:48;dia;25,7 °C; 25,7 °C; 29,3 °C; 29,2 °C; 24,2 °C; 21,9 °C;64,50%;;;
19/01/2020;17:11:48;dia;25,7 °C; 25,7 °C; 29,3 °C; 29,2 °C; 24,2 °C; 21,9 °C;64,60%;;;
19/01/2020;17:13:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,8 °C;64,60%;;;
19/01/2020;17:15:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:17:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:19:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:21:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,80%;;;
19/01/2020;17:23:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,80%;;;
19/01/2020;17:25:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,80%;;;
19/01/2020;17:27:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,80%;;;
19/01/2020;17:29:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,80%;;;
19/01/2020;17:31:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:33:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:35:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:37:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:39:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:41:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:43:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,2 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:45:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:47:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:49:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,70%;;;
19/01/2020;17:51:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,80%;;;
19/01/2020;17:53:48;dia;25,6 °C; 25,6 °C; 29,2 °C; 29,1 °C; 24,1 °C; 21,9 °C;64,80%;;;
19/01/2020;17:55:48;dia;25,5 °C; 25,5 °C; 29,1 °C; 29,0 °C; 24,0 °C; 21,8 °C;64,90%;;;
19/01/2020;17:57:48;dia;25,5 °C; 25,5 °C; 29,1 °C; 29,0 °C; 24,0 °C; 21,8 °C;64,90%;;;
19/01/2020;17:59:48;dia;25,5 °C; 25,5 °C; 29,1 °C; 29,0 °C; 24,0 °C; 21,8 °C;65,00%;;;
19/01/2020;18:01:48;noite;25,5 °C; 25,5 °C; 29,0 °C; 29,0 °C; 24,0 °C; 21,8 °C;65,00%;;;
19/01/2020;18:03:48;noite;25,5 °C; 25,5 °C; 29,0 °C; 28,9 °C; 24,0 °C; 21,8 °C;65,10%;;;
19/01/2020;18:05:48;noite;25,5 °C; 25,5 °C; 29,0 °C; 28,9 °C; 24,0 °C; 21,8 °C;65,10%;;;
19/01/2020;18:07:48;noite;25,5 °C; 25,5 °C; 29,0 °C; 28,9 °C; 24,0 °C; 21,8 °C;65,20%;;;
19/01/2020;18:09:48;noite;25,5 °C; 25,5 °C; 29,0 °C; 28,9 °C; 24,0 °C; 21,8 °C;65,20%;;;
19/01/2020;18:11:48;noite;25,4 °C; 25,4 °C; 28,9 °C; 28,9 °C; 23,9 °C; 21,7 °C;65,30%;;;
19/01/2020;18:13:48;noite;25,4 °C; 25,4 °C; 28,9 °C; 28,8 °C; 23,9 °C; 21,7 °C;65,30%;;;
19/01/2020;18:15:48;noite;25,4 °C; 25,4 °C; 28,9 °C; 28,8 °C; 24,0 °C; 21,8 °C;65,40%;;;
19/01/2020;18:17:48;noite;25,4 °C; 25,4 °C; 28,9 °C; 28,8 °C; 24,0 °C; 21,8 °C;65,50%;;;
19/01/2020;18:19:48;noite;25,4 °C; 25,4 °C; 28,8 °C; 28,8 °C; 23,9 °C; 21,7 °C;65,50%;;;
19/01/2020;18:21:48;noite;25,4 °C; 25,4 °C; 28,8 °C; 28,8 °C; 23,9 °C; 21,7 °C;65,60%;;;
19/01/2020;18:23:48;noite;25,3 °C; 25,3 °C; 28,8 °C; 28,7 °C; 23,9 °C; 21,7 °C;65,70%;;;
19/01/2020;18:25:48;noite;25,3 °C; 25,3 °C; 28,8 °C; 28,7 °C; 23,9 °C; 21,7 °C;65,70%;;;
19/01/2020;18:27:48;noite;25,3 °C; 25,3 °C; 28,8 °C; 28,7 °C; 23,9 °C; 21,8 °C;65,80%;;;
19/01/2020;18:29:48;noite;25,3 °C; 25,3 °C; 28,7 °C; 28,7 °C; 23,8 °C; 21,7 °C;65,80%;;;
19/01/2020;18:31:48;noite;25,3 °C; 25,3 °C; 28,7 °C; 28,7 °C; 23,8 °C; 21,7 °C;65,80%;;;
19/01/2020;18:33:48;noite;25,3 °C; 25,3 °C; 28,7 °C; 28,7 °C; 23,8 °C; 21,7 °C;65,90%;;;
