Data;Hora;Turno;IBUTG (Int.);IBUTG (Ext.);TA;TG;TBU;Ponto de orvalho;UR;;;
19/01/2020;05:31:50;noite;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,9 °C;69,20%;;;
19/01/2020;05:33:50;noite;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,9 °C;69,20%;;;
19/01/2020;05:35:50;noite;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,9 °C;69,20%;;;
19/01/2020;05:37:50;noite;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,9 °C;69,20%;;;
19/01/2020;05:39:50;noite;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,9 °C;69,20%;;;
19/01/2020;05:41:50;noite;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,9 °C;69,30%;;;
19/01/2020;05:43:50;noite;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,9 °C;69,30%;;;
19/01/2020;05:45:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;05:47:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;05:49:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;05:51:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;05:53:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;05:55:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;05:57:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;05:59:50;noite;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:01:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:03:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:05:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:07:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:09:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:11:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:13:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:15:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:17:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:19:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:21:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:23:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:25:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:27:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:29:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:31:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:33:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,30%;;;
19/01/2020;06:35:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:37:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:39:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:41:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:43:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:45:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:47:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:49:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,8 °C;69,20%;;;
19/01/2020;06:51:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,7 °C;69,10%;;;
19/01/2020;06:53:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,7 °C;69,10%;;;
19/01/2020;06:55:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,7 °C;69,10%;;;
19/01/2020;06:57:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,7 °C;69,10%;;;
19/01/2020;06:59:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,8 °C; 20,8 °C; 18,7 °C;69,10%;;;
19/01/2020;07:01:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;69,10%;;;
19/01/2020;07:03:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;69,00%;;;
19/01/2020;07:05:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;69,00%;;;
19/01/2020;07:07:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;69,00%;;;
19/01/2020;07:09:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;69,00%;;;
19/01/2020;07:11:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;68,90%;;;
19/01/2020;07:13:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;68,90%;;;
19/01/2020;07:15:50;dia;22,0 °C; 22,0 °C; 24,8 °C; 24,9 °C; 20,8 °C; 18,7 °C;68,90%;;;
19/01/2020;07:17:50;dia;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,8 °C;68,90%;;;
19/01/2020;07:19:50;dia;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,8 °C;68,80%;;;
19/01/2020;07:21:50;dia;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,8 °C;68,80%;;;
19/01/2020;07:23:50;dia;22,1 °C; 22,1 °C; 24,9 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,80%;;;
19/01/2020;07:25:50;dia;22,1 °C; 22,1 °C; 24,9 °C; 24,9 °C; 20,9 °C; 18,8 °C;68,80%;;;
19/01/2020;07:27:50;dia;22,1 °C; 22,1 °C; 24,9 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,80%;;;
19/01/2020;07:29:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,70%;;;
19/01/2020;07:31:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,70%;;;
19/01/2020;07:33:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,70%;;;
19/01/2020;07:35:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,70%;;;
19/01/2020;07:37:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,70%;;;
19/01/2020;07:39:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,60%;;;
19/01/2020;07:41:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,60%;;;
19/01/2020;07:43:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,60%;;;
19/01/2020;07:45:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,60%;;;
19/01/2020;07:47:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,50%;;;
19/01/2020;07:49:50;dia;22,1 °C; 22,0 °C; 24,9 °C; 25,0 °C; 20,8 °C; 18,7 °C;68,50%;;;
19/01/2020;07:51:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,50%;;;
19/01/2020;07:53:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,50%;;;
19/01/2020;07:55:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,50%;;;
19/01/2020;07:57:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,50%;;;
19/01/2020;07:59:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,40%;;;
19/01/2020;08:01:50;dia;22,2 °C; 22,2 °C; 25,0 °C; 25,1 °C; 20,9 °C; 18,8 °C;68,40%;;;
19/01/2020;08:03:50;dia;22,1 °C; 22,1 °C; 25,0 °C; 25,0 °C; 20,9 °C; 18,8 °C;68,40%;;;
19/01/2020;08:05:50;dia;22,2 °C; 22,2 °C; 25,0 °C; 25,1 °C; 20,9 °C; 18,8 °C;68,30%;;;
19/01/2020;08:07:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,1 °C; 20,9 °C; 18,8 °C;68,30%;;;
19/01/2020;08:09:50;dia;22,2 °C; 22,2 °C; 25,0 °C; 25,1 °C; 20,9 °C; 18,8 °C;68,30%;;;
19/01/2020;08:11:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,1 °C; 20,9 °C; 18,8 °C;68,30%;;;
19/01/2020;08:13:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,1 °C; 20,9 °C; 18,8 °C;68,20%;;;
19/01/2020;08:15:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,2 °C; 20,9 °C; 18,8 °C;68,20%;;;
19/01/2020;08:17:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,2 °C; 20,9 °C; 18,8 °C;68,10%;;;
19/01/2020;08:19:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,2 °C; 20,9 °C; 18,8 °C;68,10%;;;
19/01/2020;08:21:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,2 °C; 20,9 °C; 18,8 °C;68,10%;;;
19/01/2020;08:23:50;dia;22,2 °C; 22,2 °C; 25,1 °C; 25,2 °C; 20,9 °C; 18,8 °C;68,10%;;;
19/01/2020;08:25:50;dia;22,3 °C; 22,3 °C; 25,2 °C; 25,2 °C; 21,0 °C; 18,9 °C;68,00%;;;
19/01/2020;08:27:50;dia;22,3 °C; 22,3 °C; 25,2 °C; 25,3 °C; 21,0 °C; 18,9 °C;68,00%;;;
19/01/2020;08:29:50;dia;22,3 °C; 22,3 °C; 25,2 °C; 25,3 °C; 21,0 °C; 18,8 °C;67,90%;;;
19/01/2020;08:31:49;dia;22,3 °C; 22,3 °C; 25,2 °C; 25,3 °C; 21,0 °C; 18,8 °C;67,90%;;;
19/01/2020;08:33:49;dia;22,4 °C; 22,4 °C; 25,3 °C; 25,4 °C; 21,1 °C; 18,9 °C;67,80%;;;
19/01/2020;08:35:49;dia;22,4 °C; 22,4 °C; 25,3 °C; 25,4 °C; 21,1 °C; 18,9 °C;67,80%;;;
19/01/2020;08:37:49;dia;22,4 °C; 22,4 °C; 25,3 °C; 25,4 °C; 21,1 °C; 18,9 °C;67,80%;;;
19/01/2020;08:39:49;dia;22,4 °C; 22,4 °C; 25,3 °C; 25,4 °C; 21,1 °C; 18,9 °C;67,70%;;;
19/01/2020;08:41:49;dia;22,4 °C; 22,4 °C; 25,3 °C; 25,4 °C; 21,1 °C; 18,9 °C;67,70%;;;
19/01/2020;08:43:49;dia;22,4 °C; 22,4 °C; 25,3 °C; 25,4 °C; 21,1 °C; 18,9 °C;67,60%;;;
19/01/2020;08:45:49;dia;22,4 °C; 22,4 °C; 25,3 °C; 25,4 °C; 21,1 °C; 18,9 °C;67,60%;;;
19/01/2020;08:47:49;dia;22,5 °C; 22,5 °C; 25,4 °C; 25,4 °C; 21,2 °C; 19,0 °C;67,60%;;;
19/01/2020;08:49:49;dia;22,4 °C; 22,4 °C; 25,4 °C; 25,5 °C; 21,1 °C; 18,9 °C;67,50%;;;
19/01/2020;08:51:49;dia;22,4 °C; 22,4 °C; 25,4 °C; 25,5 °C; 21,1 °C; 18,9 °C;67,50%;;;
19/01/2020;08:53:49;dia;22,4 °C; 22,4 °C; 25,4 °C; 25,5 °C; 21,1 °C; 18,9 °C;67,50%;;;
19/01/2020;08:55:49;dia;22,4 °C; 22,4 °C; 25,4 °C; 25,5 °C; 21,1 °C; 18,9 °C;67,40%;;;
19/01/2020;08:57:49;dia;22,4 °C; 22,4 °C; 25,4 °C; 25,5 °C; 21,1 °C; 18,9 °C;67,40%;;;
19/01/2020;08:59:49;dia;22,5 °C; 22,5 °C; 25,5 °C; 25,5 °C; 21,2 °C; 19,0 °C;67,40%;;;
19/01/2020;09:01:49;dia;22,5 °C; 22,5 °C; 25,5 °C; 25,6 °C; 21,2 °C; 19,0 °C;67,30%;;;
19/01/2020;09:03:49;dia;22,5 °C; 22,5 °C; 25,5 °C; 25,6 °C; 21,2 °C; 19,0 °C;67,30%;;;
19/01/2020;09:05:49;dia;22,5 °C; 22,5 °C; 25,5 °C; 25,6 °C; 21,2 °C; 19,0 °C;67,30%;;;
19/01/2020;09:07:49;dia;22,6 °C; 22,6 °C; 25,6 °C; 25,6 °C; 21,3 °C; 19,1 °C;67,20%;;;
19/01/2020;09:09:49;dia;22,6 °C; 22,6 °C; 25,6 °C; 25,6 °C; 21,3 °C; 19,1 °C;67,20%;;;
19/01/2020;09:11:49;dia;22,5 °C; 22,5 °C; 25,6 °C; 25,7 °C; 21,2 °C; 19,0 °C;67,10%;;;
19/01/2020;09:13:49;dia;22,5 °C; 22,5 °C; 25,6 °C; 25,7 °C; 21,2 °C; 19,0 °C;67,10%;;;
19/01/2020;09:15:49;dia;22,5 °C; 22,5 °C; 25,6 °C; 25,7 °C; 21,2 °C; 19,0 °C;67,00%;;;
19/01/2020;09:17:49;dia;22,5 °C; 22,5 °C; 25,6 °C; 25,7 °C; 21,2 °C; 19,0 °C;67,00%;;;
19/01/2020;09:19:49;dia;22,6 °C; 22,6 °C; 25,6 °C; 25,8 °C; 21,2 °C; 19,0 °C;67,00%;;;
19/01/2020;09:21:49;dia;22,6 °C; 22,6 °C; 25,7 °C; 25,8 °C; 21,3 °C; 19,1 °C;66,90%;;;
19/01/2020;09:23:49;dia;22,6 °C; 22,6 °C; 25,7 °C; 25,8 °C; 21,3 °C; 19,1 °C;66,90%;;;
19/01/2020;09:25:49;dia;22,6 °C; 22,6 °C; 25,7 °C; 25,8 °C; 21,3 °C; 19,1 °C;66,90%;;;
19/01/2020;09:27:49;dia;22,6 °C; 22,6 °C; 25,7 °C; 25,8 °C; 21,3 °C; 19,1 °C;66,90%;;;
19/01/2020;09:29:49;dia;22,7 °C; 22,7 °C; 25,8 °C; 25,8 °C; 21,4 °C; 19,2 °C;66,80%;;;
19/01/2020;09:31:49;dia;22,7 °C; 22,7 °C; 25,7 °C; 25,9 °C; 21,3 °C; 19,1 °C;66,80%;;;
19/01/2020;09:33:49;dia;22,8 °C; 22,7 °C; 25,8 °C; 25,9 °C; 21,4 °C; 19,2 °C;66,80%;;;
19/01/2020;09:35:49;dia;22,8 °C; 22,7 °C; 25,8 °C; 25,9 °C; 21,4 °C; 19,2 °C;66,80%;;;
19/01/2020;09:37:49;dia;22,8 °C; 22,7 °C; 25,8 °C; 25,9 °C; 21,4 °C; 19,2 °C;66,80%;;;
19/01/2020;09:39:49;dia;22,8 °C; 22,7 °C; 25,8 °C; 25,9 °C; 21,4 °C; 19,2 °C;66,80%;;;
19/01/2020;09:41:49;dia;22,8 °C; 22,7 °C; 25,8 °C; 25,9 °C; 21,4 °C; 19,2 °C;66,80%;;;
19/01/2020;09:43:49;dia;22,8 °C; 22,8 °C; 25,9 °C; 25,9 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:45:49;dia;22,8 °C; 22,8 °C; 25,9 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:47:49;dia;22,8 °C; 22,8 °C; 25,9 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:49:49;dia;22,8 °C; 22,8 °C; 25,9 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:51:49;dia;22,8 °C; 22,8 °C; 25,9 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:53:49;dia;22,8 °C; 22,8 °C; 25,9 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:55:49;dia;22,8 °C; 22,8 °C; 25,9 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:57:49;dia;22,8 °C; 22,8 °C; 26,0 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;09:59:49;dia;22,8 °C; 22,8 °C; 26,0 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;10:01:49;dia;22,8 °C; 22,8 °C; 26,0 °C; 26,0 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;10:03:49;dia;22,9 °C; 22,9 °C; 26,0 °C; 26,1 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;10:05:49;dia;22,9 °C; 22,9 °C; 26,0 °C; 26,1 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;10:07:49;dia;22,9 °C; 22,9 °C; 26,0 °C; 26,1 °C; 21,5 °C; 19,3 °C;66,80%;;;
19/01/2020;10:09:49;dia;22,9 °C; 22,9 °C; 26,0 °C; 26,1 °C; 21,5 °C; 19,3 °C;66,70%;;;
19/01/2020;10:11:49;dia;23,0 °C; 23,0 °C; 26,1 °C; 26,1 °C; 21,6 °C; 19,4 °C;66,70%;;;
19/01/2020;10:13:49;dia;23,0 °C; 23,0 °C; 26,1 °C; 26,2 °C; 21,6 °C; 19,4 °C;66,70%;;;
19/01/2020;10:15:49;dia;23,0 °C; 23,0 °C; 26,1 °C; 26,2 °C; 21,6 °C; 19,4 °C;66,70%;;;
19/01/2020;10:17:49;dia;23,0 °C; 23,0 °C; 26,1 °C; 26,2 °C; 21,6 °C; 19,4 °C;66,70%;;;
19/01/2020;10:19:49;dia;23,0 °C; 23,0 °C; 26,2 °C; 26,2 °C; 21,7 °C; 19,5 °C;66,70%;;;
19/01/2020;10:21:49;dia;23,0 °C; 23,0 °C; 26,2 °C; 26,2 °C; 21,7 °C; 19,5 °C;66,60%;;;
19/01/2020;10:23:49;dia;23,0 °C; 23,0 °C; 26,2 °C; 26,2 °C; 21,7 °C; 19,5 °C;66,60%;;;
19/01/2020;10:25:49;dia;23,1 °C; 23,1 °C; 26,2 °C; 26,3 °C; 21,7 °C; 19,5 °C;66,60%;;;
19/01/2020;10:27:49;dia;23,1 °C; 23,1 °C; 26,2 °C; 26,3 °C; 21,7 °C; 19,5 °C;66,60%;;;
19/01/2020;10:29:49;dia;23,2 °C; 23,2 °C; 26,3 °C; 26,3 °C; 21,8 °C; 19,6 °C;66,60%;;;
19/01/2020;10:31:49;dia;23,2 °C; 23,2 °C; 26,3 °C; 26,4 °C; 21,8 °C; 19,6 °C;66,60%;;;
19/01/2020;10:33:49;dia;23,2 °C; 23,2 °C; 26,3 °C; 26,4 °C; 21,8 °C; 19,6 °C;66,50%;;;
19/01/2020;10:35:49;dia;23,2 °C; 23,2 °C; 26,3 °C; 26,4 °C; 21,8 °C; 19,6 °C;66,50%;;;
19/01/2020;10:37:49;dia;23,2 °C; 23,2 °C; 26,3 °C; 26,4 °C; 21,8 °C; 19,6 °C;66,50%;;;
19/01/2020;10:39:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,50%;;;
19/01/2020;10:41:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,50%;;;
19/01/2020;10:43:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,50%;;;
19/01/2020;10:45:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,50%;;;
19/01/2020;10:47:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,50%;;;
19/01/2020;10:49:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,50%;;;
19/01/2020;10:51:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,60%;;;
19/01/2020;10:53:49;dia;23,2 °C; 23,2 °C; 26,4 °C; 26,4 °C; 21,9 °C; 19,7 °C;66,60%;;;
19/01/2020;10:55:49;dia;23,3 °C; 23,3 °C; 26,4 °C; 26,5 °C; 21,9 °C; 19,7 °C;66,60%;;;
19/01/2020;10:57:49;dia;23,3 °C; 23,4 °C; 26,5 °C; 26,5 °C; 22,0 °C; 19,8 °C;66,60%;;;
19/01/2020;10:59:49;dia;23,3 °C; 23,4 °C; 26,5 °C; 26,5 °C; 22,0 °C; 19,8 °C;66,60%;;;
19/01/2020;11:01:49;dia;23,3 °C; 23,4 °C; 26,5 °C; 26,5 °C; 22,0 °C; 19,8 °C;66,60%;;;
19/01/2020;11:03:49;dia;23,3 °C; 23,4 °C; 26,5 °C; 26,5 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:05:49;dia;23,4 °C; 23,4 °C; 26,5 °C; 26,6 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:07:49;dia;23,4 °C; 23,4 °C; 26,5 °C; 26,6 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:09:49;dia;23,4 °C; 23,4 °C; 26,5 °C; 26,6 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:11:49;dia;23,4 °C; 23,4 °C; 26,5 °C; 26,6 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:13:49;dia;23,4 °C; 23,4 °C; 26,5 °C; 26,6 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:15:49;dia;23,4 °C; 23,4 °C; 26,5 °C; 26,6 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:17:49;dia;23,4 °C; 23,4 °C; 26,6 °C; 26,6 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:19:49;dia;23,4 °C; 23,4 °C; 26,6 °C; 26,7 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:21:49;dia;23,4 °C; 23,4 °C; 26,6 °C; 26,7 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:23:49;dia;23,4 °C; 23,4 °C; 26,6 °C; 26,7 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:25:49;dia;23,4 °C; 23,4 °C; 26,6 °C; 26,7 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:27:49;dia;23,5 °C; 23,5 °C; 26,7 °C; 26,7 °C; 22,1 °C; 19,9 °C;66,50%;;;
19/01/2020;11:29:49;dia;23,4 °C; 23,4 °C; 26,6 °C; 26,7 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:31:49;dia;23,4 °C; 23,4 °C; 26,6 °C; 26,7 °C; 22,0 °C; 19,8 °C;66,50%;;;
19/01/2020;11:33:49;dia;23,5 °C; 23,6 °C; 26,7 °C; 26,7 °C; 22,2 °C; 20,0 °C;66,60%;;;
19/01/2020;11:35:49;dia;23,5 °C; 23,6 °C; 26,7 °C; 26,7 °C; 22,2 °C; 20,0 °C;66,60%;;;
19/01/2020;11:37:49;dia;23,5 °C; 23,6 °C; 26,7 °C; 26,7 °C; 22,2 °C; 20,0 °C;66,60%;;;
19/01/2020;11:39:49;dia;23,5 °C; 23,5 °C; 26,7 °C; 26,7 °C; 22,1 °C; 19,9 °C;66,50%;;;
19/01/2020;11:41:49;dia;23,5 °C; 23,6 °C; 26,7 °C; 26,7 °C; 22,2 °C; 20,0 °C;66,60%;;;
19/01/2020;11:43:49;dia;23,5 °C; 23,5 °C; 26,7 °C; 26,8 °C; 22,1 °C; 19,9 °C;66,50%;;;
19/01/2020;11:45:49;dia;23,5 °C; 23,5 °C; 26,7 °C; 26,8 °C; 22,1 °C; 19,9 °C;66,50%;;;
19/01/2020;11:47:49;dia;23,5 °C; 23,5 °C; 26,7 °C; 26,8 °C; 22,1 °C; 19,9 °C;66,50%;;;
19/01/2020;11:49:49;dia;23,5 °C; 23,5 °C; 26,7 °C; 26,8 °C; 22,1 °C; 19,9 °C;66,50%;;;
19/01/2020;11:51:49;dia;23,5 °C; 23,5 °C; 26,7 °C; 26,8 °C; 22,1 °C; 19,9 °C;66,50%;;;
19/01/2020;11:53:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,8 °C; 22,2 °C; 20,0 °C;66,50%;;;
19/01/2020;11:55:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,8 °C; 22,2 °C; 20,0 °C;66,50%;;;
19/01/2020;11:57:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,8 °C; 22,2 °C; 20,0 °C;66,50%;;;
19/01/2020;11:59:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,9 °C; 22,2 °C; 20,0 °C;66,50%;;;
19/01/2020;12:01:49;dia;23,6 °C; 23,6 °C; 26,8 °C; 26,9 °C; 22,2 °C; 20,0 °C;66,50%;;;
